"Timestamp","Your name as it appears in Canvas  (Will be anonymized before incidents are shared with the class)","Did you have any interactions today that you suspect might involve a UX Dark Pattern ?","If you reported ""yes"" or ""unsure"" please answer the following questions.

Name and link to the system or service","What were you trying to do?","What was suss?","Did encountering this pattern impact you in any way?  Please explain. 

(Examples of possible impacts include but are not limited to:  
-not achieving what you want to accomplish; 
-hindering what you wanted to accomplish; 
-costing you more time, money, or effort than anticipated/desired; 
-less confidence or less certainty that you have achieved your aim 
-less confidence or less certainty that you have mitigated undesirable consequences; 
-undue emotional labor; 
-possible consequences for others; 
and so on.)","Based on your personal feelings at this time, please mark the degree of concern you have about this incident. 

No concern (1) 
Mild concern (2) 
Moderate concern (3) 
High concern (4) 
Extreme concern(5)","Images or video of a problematic interaction are very helpful for analysis. Did you capture any images or video of the interaction you are reporting on?  (We will reach out when the collection period is concluded to collect.)","Which UX Dark Patterns do you think might be involved (if any)? (Check all that apply)   

Patterns are from Appendix A of  2022 US FTC Staff Report ""Bringing Dark Patterns to Light""","Anything else?","If you have screenshots or other documentation, you can upload  to 10 files of 100 MB in size via one submission."
"10/10/2025 0:04:40","27f4668a0361277d8250029799587f07","Yes","ChatGPT
https://chatgpt.com/","I was trying to ask ChatGPT the names of some music terms that I could only describe in very vague detail that is ungoogleable, on my phone.","I wasn't logged in because I was on my phone and I haven't logged in on my phone, but the text box you have to tap to start typing is in the exact same spot as the log in button, which takes a second to appear. So I went to start typing, and the MOMENT I tapped the text box, the login popup appeared and I clicked on that accidentally instead, which took me to another page to log in or create an account. They want me to be logged in in order to more properly get data off me, and used UI placement to get me to a page where I might go ""well I'm already here, might as well log in/make an account""","It did the most unforgivable crime - rob me of about 3 seconds of my day. But it did add a slight amount of effort to using it, because after going back to the main page I needed to actively wait for the login popup to show up, hit the tiny close button on that, and then I could ask my question. It wasn't a major hurdle, but it was mildly annoying.",2,"Yes","Interface Interference (Misdirection, False hierarchy or pressured upselling, Disguised ads,  Bait and swtich)","Nope",NA
"10/10/2025 4:41:28","40f335b128e0fc3476d4429608cf257c","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/10/2025 9:25:57","f2789b303fa74b5dcc403c792abdaede","No",NA,NA,NA,NA,NA,NA,NA,"That was for Thursday.  I was not on a computer most of the day.",NA
"10/10/2025 16:03:59","df2b62dc9e09186bc62be51f0236457c","No",NA,NA,NA,NA,NA,NA,NA,"no incidents",NA
"10/10/2025 18:18:51","61e54b2e26b538082a063379d654c7a6","Yes","Musescore (https://musescore.com/dashboard)","I was looking for piano sheet music.","The banner at the top promoting a heavy discount sale. Although, every time I've been on the website there has been a heavy discount sale, so I think the website is repeatedly using a timed sale to make people rush to buy what they're selling.","It did not affect me in any way, but it made me curious about the sale, so maybe a slight cost of time.",2,"Yes","Urgency (Baseless countdown timer, False limited time message, False discount claims)","N/A",NA
"10/10/2025 19:07:41","467ae9fe05d0e559dd0aff100fd72d6a","Yes","Cinemark, https://www.cinemark.com/","Trying to use gift card balance remaining","It would not show me my gift card on the cinemark desktop version, like qr code or the card number; It forced me to download their app in order for me to look at the qr code and card number or to use it in person","hindering what you wanted to accomplish and costing you more time, money, or effort than anticipated/desired;",2,"No","Sneaking or Information Hiding (Sneak-into-Basket, Hidden Information, Hidden Costs, Drip Pricing, Hiddent Subscription or Forced Continuity, Intermediate Currency)",NA,NA
"10/10/2025 19:13:51","6ba5ec7485e6415cf8a4097ada167fb1","Yes","Tiktok app","Scrolling through For You page","There were creators that were selling a certain vitamin that has been flooding my  For You page and there was a small message under the caption that said “Creator earns commission”","It stopped me from scrolling further on the For You page because everything seems heavily monetized and it’s hard to trust that people are being genuine about the effects of a vitamin.",2,"Yes","Social Proof (False activity messages, Deceptive consumer testimonials, Deceptive celebrity endorsements, Parasocial relationship pressure)",NA,NA
"10/10/2025 20:15:03","f2789b303fa74b5dcc403c792abdaede","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/10/2025 20:34:56","d9c244a50799c2ce2bce5a9bfe0c405b","Yes","Name: Youtube (Title of Video: ""10 Things You SHOULD Be Buying at Costco in October 2025"")
Link: https://www.youtube.com/watch?v=YRC5z8JQUbE","I was watching Youtube videos and a video about the Top 10 things you should buy at Costco during October came up so I watched it.","The video almost felt like it was an ad and it made me question if the Youtuber was getting paid for promoting those items. In the video, the Youtuber even mentions that he doesn't even own some of the said items, so I questioned why it ""should be"" something we should buy if he doesn't even own it himself.","It made me skeptical of whether the Youtuber truly thought those items were good or if he was just saying it so that he could benefit from it.",2,"Yes","Social Proof (False activity messages, Deceptive consumer testimonials, Deceptive celebrity endorsements, Parasocial relationship pressure), Scarcity (False low stock message, False high demand,), Urgency (Baseless countdown timer, False limited time message, False discount claims), Interface Interference (Misdirection, False hierarchy or pressured upselling, Disguised ads,  Bait and swtich)",NA,NA
"10/10/2025 21:02:09","8c3cdf43f295ed0a004b3087beaf95f4","Yes","ticket master https://www.ticketmaster.com/doja-cat-tour-ma-vie-world-seattle-washington-10-15-2026/event/0F00633ADD435829","Buying a ticket for the doja cat tour","Hidden fee (club fee) and the highly recommended ticket Insurance","costing me an extra 60 making me unsure if I want to continue",3,"Yes","Sneaking or Information Hiding (Sneak-into-Basket, Hidden Information, Hidden Costs, Drip Pricing, Hiddent Subscription or Forced Continuity, Intermediate Currency)",NA,NA
"10/10/2025 21:39:57","67f05cd9c0c6e92fed6457613db459c1","No",NA,NA,NA,NA,NA,NA,NA,"I did not experience anything today",NA
"10/10/2025 22:32:20","e0f08d408d7d4bb088c980a9e857b3b4","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/10/2025 23:05:11","683a60cc0165f36fef330b711684c6ea","Yes",NA,NA,NA,NA,1,NA,NA,"I didn’t notice any dark patterns today but I’ll continue to pay attention to how apps and websites try to influence user behavior",NA
"10/10/2025 23:05:26","38d0ca46963e1407f692c82ff68a9324","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/10/2025 23:13:54","a0af765a42338ed0a2bddd7fc3cce3b2","Yes","Youtube ad, don't have have the exact url.","Watching a video.","The ads (political, product promotion, etc.) was obviously AI. Basically Ads were famous people (AI) talking about.","No, I could tell they were AI, but they are annoying to see.",2,"No","Social Proof (False activity messages, Deceptive consumer testimonials, Deceptive celebrity endorsements, Parasocial relationship pressure), Fake AI videos","No.",NA
"10/10/2025 23:23:00","386231f923e6ceaa1a347b97895b39d2","Unsure","Paypal","Check balance","App asked to set up credit","The experience hindered what I was trying to accomplish. I had to decline the offer twice before I could view my balance.",2,"Yes","Coerced Action (Unauthorized transactions, Auto-play, Nagging, Forced registration or enrollment, Pay-to-play or grinding, Friend Spam, Social pyramid schemes, and Address Book Leeching)",NA,NA
"10/10/2025 23:31:18","e6ed7a83336b2025ab74d4031c3015d4","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/11/2025 0:11:30","6a65a941606174037f462283a6d5c06e","No",NA,NA,NA,NA,NA,NA,NA,"Submission for 10/10/2025",NA
"10/11/2025 0:44:18","27f4668a0361277d8250029799587f07","Unsure","Not sure to the specific service, but at restaurants where they present you with the giant buttons to tip 18, 20, or 22 percent and no button for 0 percent, and a smaller less legible button for a custom amount.","Pay for my ramen after eating ramen at Kizuki.","The preset 18, 20, and 22 percent buttons are massive and high contrast, so one may assume that those are the only options. There's a smaller button that's lower contrast to tip a specific amount, and you may notice that, but it's not obvious that you can tip nothing at all if you just don't hit any of the buttons. But it's consistent whenever you go to a restaurant in Seattle, and it doesn't negatively impact you if you know you can just not tip. I tip anyway because I feel bad if I don't, I don't know how much of that is me or the fact that the tip buttons are massive and the person you're tipping is right there in front of you.","It didn't really negatively impact me, I probably would have tipped anyway. At worst it cost me $2, but that's it.",1,"No","Asymmetric Choice (Trick questions, Confirm shaming, Preselection, Subverting privacy preferences)",NA,NA
"10/11/2025 12:12:13","47131c03203bf4b9f5f145e6318be64d","Yes","Duolingo","I was trying to quit a lesson in the Duolingo app","When you are trying to quit the lesson, the ""keep learning"" button is placed on top and much bigger than the quit button which is small and under that button","This is hindering what I wanted to accomplish which was to quit the lesson and I have accidentally pressed on the ""keep Learning"" button before",3,"Yes","Obstruction (Price comparison prevention, Roadblocks to cancellation, Immortal accounts)","None",NA
"10/11/2025 13:47:04","01f9ed93019b8fb938b8575d5a6a6e19","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/11/2025 14:47:50","27f4668a0361277d8250029799587f07","Yes","OnlyFans
https://onlyfans.com/onlyfans","Subscribe for a month to someone who was having a massive sale this month ($3.75), but is normally quite expensive ($20)","When you subscribe, it automatically sets you up for auto-renewal, and it's not immediately clear how to disable that. You have to hit the ""unsubscribe"" button, which to a user may seem like you're cancelling what you already paid for, but in actuality it's how to set it so you aren't charged again in a month.","If I didn't know how to unsubscribe, I could be losing $20 per month without realizing it for potentially a long time, because I don't go on OnlyFans very often.",2,"No","Sneaking or Information Hiding (Sneak-into-Basket, Hidden Information, Hidden Costs, Drip Pricing, Hiddent Subscription or Forced Continuity, Intermediate Currency)",NA,NA
"10/11/2025 15:19:50","d9c244a50799c2ce2bce5a9bfe0c405b","Yes","Name: Instagram (Account name: gkikz)
Link: instagram.com","I was just scrolling through Instagram to watch reels","As I was scrolling through Instagram reels, an ad popped up about fur jackets from a company called GKIKZ. I read the description section and it said ""WARNING: Last Chance! Fur jackets flying off the shelves! 30% OFF + extra 15% with code ADS15 Limited sizes remaining... Will you get yours?"" After I saw that description, I immediately took a screenshot and knew it was a UX dark pattern. For fun, I clicked on the ""Shop now"" button on the ad to pretend to buy the jacket, and saw a clearance deal countdown under the ""Add to Cart"" button. When I added the jacket to my cart, a pop up saying ""Item in your cart is only reserved for 7:24 (countdown timer) due to limited stock!"". When I clicked checkout, the price which was originally in USD changed into EUR which I thought was confusing.","Not really because it was just a random ad about jackets which wasn't even my style so I wouldn't have bought it anyways. Since I was just mindlessly doomscrolling and am used to seeing ads, it didn't really impact or affect me.",1,"Yes","Social Proof (False activity messages, Deceptive consumer testimonials, Deceptive celebrity endorsements, Parasocial relationship pressure), Scarcity (False low stock message, False high demand,), Urgency (Baseless countdown timer, False limited time message, False discount claims), Sneaking or Information Hiding (Sneak-into-Basket, Hidden Information, Hidden Costs, Drip Pricing, Hiddent Subscription or Forced Continuity, Intermediate Currency), Interface Interference (Misdirection, False hierarchy or pressured upselling, Disguised ads,  Bait and swtich)",NA,NA
"10/11/2025 15:37:01","296a7728df811f93969e18c43fc1f54c","Yes","Princess Polly https://us.princesspolly.com/collections/new?src=rakuten&utm_source=rakuten&utm_campaign=pubShoplooks&ranMID=44648&ranEAID=3360653&ranSiteID=50rqOrVy53Q-FZrfxHEy6OkIOu6S2e0waQ&src=rakuten","Browse Clothes","Spin Wheel Discount Popup. Looks like you have the chance to win a range of discounts but I believe that every user receives the same discount. Then, to claim you must input your email.","Less certainty that I have mitigated undesirable consequences",2,"Yes","Social Proof (False activity messages, Deceptive consumer testimonials, Deceptive celebrity endorsements, Parasocial relationship pressure), Urgency (Baseless countdown timer, False limited time message, False discount claims)",NA,NA
"10/11/2025 15:38:02","43e219cc56be9917bc9480150ed515d5","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/11/2025 17:10:03","df2b62dc9e09186bc62be51f0236457c","No",NA,NA,NA,NA,NA,"No",NA,"Didn’t encounter any dark patterns",NA
"10/11/2025 17:38:31","40f335b128e0fc3476d4429608cf257c","Unsure","Youtube https://www.youtube.com/","Skip an ad","When I went to click the skip button, instead of doing what I expected and resuming my video, it instead popped up with another page for downloading the advertised app.","In the end this was a minor inconvenience, but it stalled what I wanted to accomplish and forced me to spend more time looking at the ad.",2,"No","Interface Interference (Misdirection, False hierarchy or pressured upselling, Disguised ads,  Bait and swtich), Coerced Action (Unauthorized transactions, Auto-play, Nagging, Forced registration or enrollment, Pay-to-play or grinding, Friend Spam, Social pyramid schemes, and Address Book Leeching)",NA,NA
"10/11/2025 20:03:14","cfb730a80571396d9c6be8bce6693322","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/11/2025 20:18:59","61e54b2e26b538082a063379d654c7a6","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/11/2025 20:53:47","2f4966e037a7cd8ec196cda71108d2ba","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/11/2025 21:21:17","386231f923e6ceaa1a347b97895b39d2","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/11/2025 21:36:18","f2789b303fa74b5dcc403c792abdaede","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/11/2025 22:02:20","e0f08d408d7d4bb088c980a9e857b3b4","No",NA,NA,NA,NA,1,NA,NA,NA,NA
"10/11/2025 22:02:41","3bed73ad2ab1ea1b286a0ce64635c19a","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/11/2025 22:41:50","6ba5ec7485e6415cf8a4097ada167fb1","No",NA,NA,NA,NA,1,"No",NA,NA,NA
"10/11/2025 22:55:25","a0af765a42338ed0a2bddd7fc3cce3b2","Yes","Amazon online-Amazon.com","Nothing just noticed on my back account that I have been spending couple of dollars on random purchase from Amazon.","I never bought anything from amazon but I was getting charged for something (Amazon video/music).","It was annoying, I had to disable to auto renew on something that I never used or signed up for,",4,"No","Coerced Action (Unauthorized transactions, Auto-play, Nagging, Forced registration or enrollment, Pay-to-play or grinding, Friend Spam, Social pyramid schemes, and Address Book Leeching)","No.",NA
"10/11/2025 23:03:10","38d0ca46963e1407f692c82ff68a9324","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/11/2025 23:03:56","38d0ca46963e1407f692c82ff68a9324","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/11/2025 23:49:35","6a65a941606174037f462283a6d5c06e","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/12/2025 2:17:20","9c1caa92f197937d91525f8622c08781","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/12/2025 4:45:49","df2b62dc9e09186bc62be51f0236457c","Yes","Duolingo","do my lesson","the Duolingo mascot uses parasocial relationship pressure to try to get me to buy the premium version","Not really",1,"Yes","Social Proof (False activity messages, Deceptive consumer testimonials, Deceptive celebrity endorsements, Parasocial relationship pressure)",NA,NA
"10/12/2025 5:45:38","467ae9fe05d0e559dd0aff100fd72d6a","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/12/2025 5:58:46","8c3cdf43f295ed0a004b3087beaf95f4","No",NA,NA,NA,NA,NA,NA,NA,"too busy with hw didn't do much outside of it",NA
"10/12/2025 11:47:57","e6496cd5adb0e142b2e97579add3f94b","No",NA,NA,NA,NA,1,"No",NA,"I didn't really run into anything that would affect me positively or negatively today.",NA
"10/12/2025 12:38:10","47131c03203bf4b9f5f145e6318be64d","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/12/2025 12:39:30","df2b62dc9e09186bc62be51f0236457c","Yes","Spotify Premium","cancel spotify premium and switch to apple music","no","hindering what I wanted to accomplish. The site kept asking for confirmation in multiple steps. It took 3 confirmation screens to reach the cancel button.",2,"No","Obstruction (Price comparison prevention, Roadblocks to cancellation, Immortal accounts)","no",NA
"10/12/2025 13:25:57","e0f08d408d7d4bb088c980a9e857b3b4","Unsure","https://www.xfinity.com/digital/offers/plan-builder","I was looking at what plans Xfinity offers","In the plan options, there was a recommended highlight on some of the plans, which can influence the users decision in thinking that the highlighted plan was the best/popular option when it could have just been a dark pattern strategy.","No",3,"Yes","Social Proof (False activity messages, Deceptive consumer testimonials, Deceptive celebrity endorsements, Parasocial relationship pressure), Interface Interference (Misdirection, False hierarchy or pressured upselling, Disguised ads,  Bait and swtich)",NA,NA
"10/12/2025 16:26:14","e6ed7a83336b2025ab74d4031c3015d4","Yes","Email Ad","Tried to unscribe the email ad","The unscribe button was hidden and hard to find","Hard to unsribe the ad",4,"Yes","Sneaking or Information Hiding (Sneak-into-Basket, Hidden Information, Hidden Costs, Drip Pricing, Hiddent Subscription or Forced Continuity, Intermediate Currency)",NA,NA
"10/12/2025 17:21:55","40f335b128e0fc3476d4429608cf257c","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/12/2025 18:26:18","2f4966e037a7cd8ec196cda71108d2ba","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/12/2025 19:46:42","cfb730a80571396d9c6be8bce6693322","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/12/2025 19:47:27","cfb730a80571396d9c6be8bce6693322","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/12/2025 19:47:43","cfb730a80571396d9c6be8bce6693322","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/12/2025 20:23:35","61e54b2e26b538082a063379d654c7a6","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/12/2025 20:28:34","467ae9fe05d0e559dd0aff100fd72d6a","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/12/2025 20:32:46","38d0ca46963e1407f692c82ff68a9324","Unsure","Hertz: hertz.com.tw","I tried to enter this website to see some car rental information","If I don't press any button (Accept or Decline), I can not continue to use the website, and there is no option to ""Ignore"" or ""Close"".","hindering what you wanted to accomplish;",2,"Yes","Coerced Action (Unauthorized transactions, Auto-play, Nagging, Forced registration or enrollment, Pay-to-play or grinding, Friend Spam, Social pyramid schemes, and Address Book Leeching)",NA,NA
"10/12/2025 20:47:28","683a60cc0165f36fef330b711684c6ea","Yes","Planet Fitness: https://www.planetfitness.com/gyms/lake-stevens-wa/offers?gclsrc=aw.ds&gad_source=1&gad_campaignid=22020271800&gbraid=0AAAAAoz7ayM4XdRjMK6Q4G2N4x_D-sfes&gclid=Cj0KCQjwo63HBhCKARIsAHOHV_UA1ZFNZISkBqRU6WxTASBlXEewFK3DRYOt80TH2MnZbhDaRTQfamMaAp1-EALw_wcB","I was trying to cancel my gym membership.","I found out I couldn’t cancel my membership online even though I signed up online. The website made it seem like I could manage everything from my account, but there was no option to cancel. It said I had to go to my home gym in person.","It was frustrating and took more time than I thought it would. I felt like they made it hard on purpose so people wouldn’t cancel their memberships.",4,"No","Obstruction (Price comparison prevention, Roadblocks to cancellation, Immortal accounts), Asymmetric Choice (Trick questions, Confirm shaming, Preselection, Subverting privacy preferences)",NA,NA
"10/12/2025 20:51:35","f2789b303fa74b5dcc403c792abdaede","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/12/2025 20:54:35","27f4668a0361277d8250029799587f07","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/12/2025 20:58:02","27f4668a0361277d8250029799587f07","Unsure","Youtube
https://www.youtube.com/","Watch a video","When an ad came on, you could manually skip the ad instead of watching the whole thing. This is presented as a good thing, but they still got you to watch an ad, and if you can't find the remote or something, then you have to watch the whole ad.","I usually watch youtube with an adblocker or on a hacked client on my phone, so I don't see ads generally, I was just watching youtube on my TV today because I was watching with a friend. This just makes me want to avoid watching youtube on a TV lol.",1,"No","Appealing to user laziness",NA,NA
"10/12/2025 21:16:54","d9c244a50799c2ce2bce5a9bfe0c405b","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/12/2025 22:24:16","386231f923e6ceaa1a347b97895b39d2","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/12/2025 22:41:31","3bed73ad2ab1ea1b286a0ce64635c19a","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/12/2025 22:57:46","6a65a941606174037f462283a6d5c06e","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/12/2025 22:58:04","6ba5ec7485e6415cf8a4097ada167fb1","No",NA,NA,NA,NA,1,NA,NA,NA,NA
"10/12/2025 23:12:28","d72586e0e68c8845ee5f5ccf4dcbbd67","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/12/2025 23:51:32","a0af765a42338ed0a2bddd7fc3cce3b2","No",NA,NA,NA,NA,NA,NA,NA,"No",NA
"10/13/2025 0:11:18","296a7728df811f93969e18c43fc1f54c","Unsure","Edikted https://edikted.com/","Tapping through stories on Instagram’s app","An ad appeared for 80% sitewide but for this particular store, they are on sale 99% of the time. Usually a baseline discount of 20-30%, then on holidays (Memorial, 4th of July) they will have an 80% deal and extending the sale an extra day longer than expected.","No since I didn’t buy from them.",2,"Yes","Urgency (Baseless countdown timer, False limited time message, False discount claims)",NA,NA
"10/13/2025 2:33:14","40f335b128e0fc3476d4429608cf257c","Yes","United Airlines booking United.com","book a flight","when choosing the cheapest option for flight, instead of letting my select it, it recommended me the higher tier whilst listing the perks. additionally, when scrolling down to choose the cheaper option anyways, I noticed that the button to select that was grey whilst the more expensive option was blue and highlighted.","It caused me to pause and become more indecisive on whether I wanted the cheaper option.",2,"Yes","Interface Interference (Misdirection, False hierarchy or pressured upselling, Disguised ads,  Bait and swtich), Asymmetric Choice (Trick questions, Confirm shaming, Preselection, Subverting privacy preferences)",NA,NA
"10/13/2025 4:31:33","b398a589b9bcb79ee166643d2b7f1e81","No",NA,NA,NA,NA,NA,NA,NA,"Busy with hw didn’t use much outside of resources",NA
"10/13/2025 9:05:18","67f05cd9c0c6e92fed6457613db459c1","No",NA,NA,NA,NA,NA,NA,NA,"No interactions today",NA
"10/13/2025 9:32:46","db39ff5105a7fccfd7d12c832ae3aa48","No","N/A","N/A","n/A","N/A",NA,NA,NA,"N/A",NA
"10/13/2025 11:55:18","2b49e651947e0e07092fc3250d47b01c","Yes","Instagram","I opened the Mobile Legends app intending to play a quick match, but before reaching the main screen, I was immediately shown a large full-screen event advertisement called “Aspirants Reunite.” and alot more ads for new events and It promoted a 50% off limited-time draw for new hero skins.","The pop-up used bright colors, countdown dates, and phrases like “Limited Time” and “50% OFF” to create a sense of urgency. It appeared right when the app launched, before I could access the regular menu or gameplay. This design made it seem like I had to participate immediately or I would miss out, even though similar “limited” events happen very often in the game.","It distracted me from what I actually wanted to do start a match. The event felt manipulative and slightly pressured me to spend diamonds I hadn’t planned to use. It also cost me time since I had to manually close the pop-up to proceed. Psychologically, it made me feel like I might miss a deal if I ignored it, even though I knew it wasn’t really urgent.",3,"Yes","Scarcity (False low stock message, False high demand,), Urgency (Baseless countdown timer, False limited time message, False discount claims), Obstruction (Price comparison prevention, Roadblocks to cancellation, Immortal accounts), Interface Interference (Misdirection, False hierarchy or pressured upselling, Disguised ads,  Bait and swtich), Coerced Action (Unauthorized transactions, Auto-play, Nagging, Forced registration or enrollment, Pay-to-play or grinding, Friend Spam, Social pyramid schemes, and Address Book Leeching)","I didn't know there is a form that i can submit each day but i document everything in Words so I'm going to submit all this was on the 10/10/2025",NA
"10/13/2025 12:02:38","2b49e651947e0e07092fc3250d47b01c","Yes","Instagram","I opened Instagram just to check a message from a friend, but before I even entered the app, I got a push notification that said something like, “you have follow suggestion you have 5 mutuals”","The notification was misleading, it wasn’t actually urgent or meaningful, but it was designed to make me open the app. It wasn’t about  direct messages, it was a general engagement prompt meant to trigger curiosity and(FOMO). Once I opened Instagram, there wasn’t anything important waiting for me.","Yes. It wasted my time because I checked the app expecting something personal or relevant, but it was just a tactic to get me to scroll. I’ve noticed this happens often, so it’s starting to reduce my trust in the notifications overall.",3,"Yes","Social Proof (False activity messages, Deceptive consumer testimonials, Deceptive celebrity endorsements, Parasocial relationship pressure), Interface Interference (Misdirection, False hierarchy or pressured upselling, Disguised ads,  Bait and swtich), Coerced Action (Unauthorized transactions, Auto-play, Nagging, Forced registration or enrollment, Pay-to-play or grinding, Friend Spam, Social pyramid schemes, and Address Book Leeching)","Like I said before I didn't know that I need to fill this form everyday but I did document it this was at 10/09/2025",NA
"10/13/2025 12:10:40","2b49e651947e0e07092fc3250d47b01c","Yes","TikTok, Instagram, YouTube","I opened TikTok just to watch one or two short videos during a short break. I wanted to relax for a few minutes before getting back my assignments.","After watching one clip it automaticaly scroll down to the next clip that matched my previous likes and watch history. The “For You” page continuously updated with clips that i like to keep me engage such as funny, dramatic, or trending. Without me having to click anything. There was no natural stopping point, and the app never prompted me to take a break or exit.","yes, I ended up watching alot longer then my break the algorithm kept showing videos I found personally engaging, which made it hard to stop. It wasted time I didn’t plan to spend and left me feeling a bit frustrated afterward because I realized I wasn’t fully in control",4,"No","Sneaking or Information Hiding (Sneak-into-Basket, Hidden Information, Hidden Costs, Drip Pricing, Hiddent Subscription or Forced Continuity, Intermediate Currency), Interface Interference (Misdirection, False hierarchy or pressured upselling, Disguised ads,  Bait and swtich), Coerced Action (Unauthorized transactions, Auto-play, Nagging, Forced registration or enrollment, Pay-to-play or grinding, Friend Spam, Social pyramid schemes, and Address Book Leeching), use addictive algorithm to reinforce engagement loops","I did document everything in Words I didnt read the assignment clearly and I didn't do the form everyday this was 10/12/2025",NA
"10/13/2025 12:21:22","86cbaf4d9ca6e971623605fb12fe12e7","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/13/2025 12:21:55","86cbaf4d9ca6e971623605fb12fe12e7","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/13/2025 12:22:18","86cbaf4d9ca6e971623605fb12fe12e7","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/13/2025 12:22:44","86cbaf4d9ca6e971623605fb12fe12e7","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/13/2025 12:25:47","2b49e651947e0e07092fc3250d47b01c","Yes","Discord Bot API","I was trying to join a Discord server. The authorization window popped up asking me to authorize a bot before I could enter the server. I thought it was just a normal step to join, so I clicked “Authorize” to continue.","When I read the fine print, it said that by agreeing, I was also allowing the bot to later join other Discord servers without me acknowledging it. it feel like I needed to click it immediately to continue. There was no clear explanation of what exactly the bot could access or how it might use those permissions later.","Yes, it made me feel uneasy and  unsure about what I had just agreed to. I didn’t intend to give a bot that level of access, but the design made it seem like I had no other choice if I wanted to join the server. And it cost me time to look up how to remove the bot permissions, and I felt less confident about joining new servers in the future.",4,"No","Obstruction (Price comparison prevention, Roadblocks to cancellation, Immortal accounts), Sneaking or Information Hiding (Sneak-into-Basket, Hidden Information, Hidden Costs, Drip Pricing, Hiddent Subscription or Forced Continuity, Intermediate Currency), Interface Interference (Misdirection, False hierarchy or pressured upselling, Disguised ads,  Bait and swtich), Asymmetric Choice (Trick questions, Confirm shaming, Preselection, Subverting privacy preferences)","I didn't do the fill the form each day because I didn't read the assignment clearly but this is what I have this was today 10/13/2025",NA
"10/13/2025 12:27:03","665dbbf1effae66edb11c1576006c2b2","No",NA,NA,NA,NA,NA,NA,NA,"This will be the Saturday 10/13/2025",NA
"10/13/2025 12:31:40","47131c03203bf4b9f5f145e6318be64d","Yes","Hayailearn website https://www.hayailearn.com/","Find the pricing for the pricing","They have no option to see the pricing on the main page, only a home button and a start your free week option, which usually leads to charges.","I think this goes into costing me more effort than anticipated/desired to get the pricing which makes me suspicious of the site",2,"Yes","Sneaking or Information Hiding (Sneak-into-Basket, Hidden Information, Hidden Costs, Drip Pricing, Hiddent Subscription or Forced Continuity, Intermediate Currency)","none",NA
